product_name,product_price,product_url
"3M Scotch 強力防水膠帶 2048R, 大紅色, 6個",$326,https://www.tw.coupang.com/products/3M-Scotch-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E8%86%A0%E5%B8%B6-2048R-154782916395011?itemId=278363159625746&vendorItemId=278362199146508&sourceType=search&rank=10&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048S 48mm x 15Yd, 銀色, 4個",$312,https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048S-48mm-x-15Yd-154783293865999?itemId=412493558005768&vendorItemId=412493557989383&sourceType=search&rank=11&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 強力防水膠帶 2048W 大, 白色, 6個",$326,https://www.tw.coupang.com/products/3M-Scotch-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E8%86%A0%E5%B8%B6-2048W-%E5%A4%A7-154783298060288?itemId=278363159625747&vendorItemId=278362199146509&sourceType=search&rank=12&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 2048B 強力防水布膠帶 48mm x 15 yd, 藍色, 15個","$1,230",https://www.tw.coupang.com/products/3M-Scotch-2048B-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-48mm-x-15-yd-154782509514757?itemId=278362194952202&vendorItemId=278363155431436&sourceType=search&rank=13&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M 膠帶式遮蔽防塵膜, 1個",$78,https://www.tw.coupang.com/products/3M-%E8%86%A0%E5%B8%B6%E5%BC%8F%E9%81%AE%E8%94%BD%E9%98%B2%E5%A1%B5%E8%86%9C-21000058556560?itemId=21000203215445&vendorItemId=21003481771264&sourceType=search&rank=14&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 強力防水膠帶 2048W 大, 白色, 12個",$637,https://www.tw.coupang.com/products/3M-Scotch-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E8%86%A0%E5%B8%B6-2048W-%E5%A4%A7-154783298060288?itemId=278362199146512&vendorItemId=278363159625738&sourceType=search&rank=15&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"SKORA 強力PVC防水膠帶 10cm*10m, 1個",$544,https://www.tw.coupang.com/products/SKORA-%E5%BC%B7%E5%8A%9BPVC%E9%98%B2%E6%B0%B4%E8%86%A0%E5%B8%B6-10cm*10m-21005847778991?itemId=21010167633065&vendorItemId=21085327107158&sourceType=search&rank=16&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 透明膠帶 18mm 810R-6, 單色, 6捲",$311,https://www.tw.coupang.com/products/3M-Scotch-%E9%80%8F%E6%98%8E%E8%86%A0%E5%B8%B6-18mm-810R-6-21000062708299?itemId=21000213974184&vendorItemId=21003511543846&sourceType=search&rank=17&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"iQIHAN 達達彩虹膠帶 15mm x 20m 7 包, 1套, 混合顏色",$236,https://www.tw.coupang.com/products/iQIHAN-%E9%81%94%E9%81%94%E5%BD%A9%E8%99%B9%E8%86%A0%E5%B8%B6-15mm-x-20m-7-%E5%8C%85-21006591495348?itemId=21014875393966&vendorItemId=21082114360047&sourceType=search&rank=18&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M 膠帶式遮蔽防塵膜 2400mm*20m 隨機出貨, 1組",$116,https://www.tw.coupang.com/products/3M-%E8%86%A0%E5%B8%B6%E5%BC%8F%E9%81%AE%E8%94%BD%E9%98%B2%E5%A1%B5%E8%86%9C-2400mm*20m-%E9%9A%A8%E6%A9%9F%E5%87%BA%E8%B2%A8-21000001354582?itemId=21000005871230&vendorItemId=21004007053376&sourceType=search&rank=19&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"iQIHAN Color 紙膠帶 20mm*20m, 紅色, 8捲",$226,https://www.tw.coupang.com/products/iQIHAN-Color-%E7%B4%99%E8%86%A0%E5%B8%B6-20mm*20m-168983638556672?itemId=433864614821899&vendorItemId=433864614854661&sourceType=search&rank=20&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch CheonhajiLC 017 透明雙面膠帶補充裝, 2個",$116,https://www.tw.coupang.com/products/3M-Scotch-CheonhajiLC-017-%E9%80%8F%E6%98%8E%E9%9B%99%E9%9D%A2%E8%86%A0%E5%B8%B6%E8%A3%9C%E5%85%85%E8%A3%9D-21000002841122?itemId=21000013200104&vendorItemId=21003020232170&sourceType=search&rank=21&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch Cheonhajilc 017 透明雙面膠帶, 2個",$112,https://www.tw.coupang.com/products/3M-Scotch-Cheonhajilc-017-%E9%80%8F%E6%98%8E%E9%9B%99%E9%9D%A2%E8%86%A0%E5%B8%B6-21007936553544?itemId=21000013200159&vendorItemId=21003020232364&sourceType=search&rank=22&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"magpia 磁鐵膠帶 20*5000*1.5mm, 1個",$208,https://www.tw.coupang.com/products/magpia-%E7%A3%81%E9%90%B5%E8%86%A0%E5%B8%B6-20*5000*1.5mm-21000001004356?itemId=21000004214663&vendorItemId=21003005077822&sourceType=search&rank=23&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048S 48mm x 15Yd, 銀色, 9個",$688,https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048S-48mm-x-15Yd-154783293865999?itemId=278362190757897&vendorItemId=278363151237132&sourceType=search&rank=24&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"017 透明雙面膠帶補充裝, 3個, 5mm",$163,https://www.tw.coupang.com/products/017-%E9%80%8F%E6%98%8E%E9%9B%99%E9%9D%A2%E8%86%A0%E5%B8%B6%E8%A3%9C%E5%85%85%E8%A3%9D-21008042257991?itemId=21022564002806&vendorItemId=21089605901600&sourceType=search&rank=25&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"NOROO 防滑漆 半透明款+半霧面款 1L, 1個",$217,https://www.tw.coupang.com/products/NOROO-%E9%98%B2%E6%BB%91%E6%BC%86-%E5%8D%8A%E9%80%8F%E6%98%8E%E6%AC%BE%2B%E5%8D%8A%E9%9C%A7%E9%9D%A2%E6%AC%BE-1L-21000339921535?itemId=21001082472772&vendorItemId=21005585687324&sourceType=search&rank=26&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"iQIHAN 美紋紙膠帶 50mm*20m, 白色, 16捲",$628,https://www.tw.coupang.com/products/iQIHAN-%E7%BE%8E%E7%B4%8B%E7%B4%99%E8%86%A0%E5%B8%B6-50mm*20m-168983156178945?itemId=433864359002126&vendorItemId=433864359002122&sourceType=search&rank=27&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"iQIHAN TADA彩虹掩蔽膠帶20mm x 20m 7打開, 1套, 混合顏色",$273,https://www.tw.coupang.com/products/iQIHAN-TADA%E5%BD%A9%E8%99%B9%E6%8E%A9%E8%94%BD%E8%86%A0%E5%B8%B620mm-x-20m-7%E6%89%93%E9%96%8B-21006591495910?itemId=21014875396305&vendorItemId=21082114362769&sourceType=search&rank=28&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"Shin Hung 美紋膠帶 48mm x 40m, 5個",$288,https://www.tw.coupang.com/products/Shin-Hung-%E7%BE%8E%E7%B4%8B%E8%86%A0%E5%B8%B6-48mm-x-40m-21007969938497?itemId=21022069864374&vendorItemId=21089867781371&sourceType=search&rank=29&searchId=b742d333ad4b4518b46a6ac65cd80b96&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"iQIHAN Dada Rainbow遮罩膠帶25mm x 20m 7打開, 1套, 混合顏色",$347,https://www.tw.coupang.com/products/iQIHAN-Dada-Rainbow%E9%81%AE%E7%BD%A9%E8%86%A0%E5%B8%B625mm-x-20m-7%E6%89%93%E9%96%8B-21006591495171?itemId=21014875393278&vendorItemId=21082114359974&sourceType=search&rank=&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 2048B 強力防水布膠帶 48mm x 15 yd, 藍色, 2個",$164,https://www.tw.coupang.com/products/3M-Scotch-2048B-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-48mm-x-15-yd-154782509514757?itemId=412493520240651&vendorItemId=412493520257030&sourceType=search&rank=1&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048D 48mm x 15yd, 黑色, 5捲",$392,https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048D-48mm-x-15yd-154782505320451?itemId=412493511852041&vendorItemId=412493511901189&sourceType=search&rank=2&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 2048B 強力防水布膠帶 48mm x 15 yd, 藍色, 18個","$1,476",https://www.tw.coupang.com/products/3M-Scotch-2048B-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-48mm-x-15-yd-154782509514757?itemId=278361142149125&vendorItemId=278363155431437&sourceType=search&rank=3&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 2048B 強力防水布膠帶 48mm x 15 yd, 藍色, 4個",$328,https://www.tw.coupang.com/products/3M-Scotch-2048B-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-48mm-x-15-yd-154782509514757?itemId=412493520257029&vendorItemId=412493520289792&sourceType=search&rank=4&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048S 48mm x 15Yd, 銀色, 5個",$390,https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048S-48mm-x-15Yd-154783293865999?itemId=412493557989387&vendorItemId=412493558005767&sourceType=search&rank=5&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 2048B 強力防水布膠帶 48mm x 15 yd, 藍色, 6個",$492,https://www.tw.coupang.com/products/3M-Scotch-2048B-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-48mm-x-15-yd-154782509514757?itemId=278362194952197&vendorItemId=278363155431434&sourceType=search&rank=6&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 2048B 強力防水布膠帶 48mm x 15 yd, 藍色, 12個",$984,https://www.tw.coupang.com/products/3M-Scotch-2048B-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-48mm-x-15-yd-154782509514757?itemId=278363155431441&vendorItemId=278362194952196&sourceType=search&rank=7&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"017 透明雙面膠帶補充裝, 1個, 5mm",$60,https://www.tw.coupang.com/products/017-%E9%80%8F%E6%98%8E%E9%9B%99%E9%9D%A2%E8%86%A0%E5%B8%B6%E8%A3%9C%E5%85%85%E8%A3%9D-21008042257991?itemId=21022523211363&vendorItemId=21089565252988&sourceType=search&rank=8&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"Alpha Gear 現代 WW2 冰白畫筆 + 透明油漆 + 砂紙 + 美紋膠帶套裝, WW2 Ice White, 1組",$406,https://www.tw.coupang.com/products/Alpha-Gear-%E7%8F%BE%E4%BB%A3-WW2-%E5%86%B0%E7%99%BD%E7%95%AB%E7%AD%86-%2B-%E9%80%8F%E6%98%8E%E6%B2%B9%E6%BC%86-%2B-%E7%A0%82%E7%B4%99-%2B-%E7%BE%8E%E7%B4%8B%E8%86%A0%E5%B8%B6%E5%A5%97%E8%A3%9D-21007771884084?itemId=21020983776729&vendorItemId=21088048522731&sourceType=search&rank=9&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 2048B 強力防水布膠帶 48mm x 15 yd, 藍色, 5個",$410,https://www.tw.coupang.com/products/3M-Scotch-2048B-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-48mm-x-15-yd-154782509514757?itemId=412493520273410&vendorItemId=412493520273409&sourceType=search&rank=10&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 2048B 強力防水布膠帶 48mm x 15 yd, 藍色, 9個",$738,https://www.tw.coupang.com/products/3M-Scotch-2048B-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-48mm-x-15-yd-154782509514757?itemId=278363155431443&vendorItemId=278361142149123&sourceType=search&rank=11&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048D 48mm x 15yd, 黑色, 9捲",$688,https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048D-48mm-x-15yd-154782505320451?itemId=278361137954823&vendorItemId=278363155431426&sourceType=search&rank=12&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"017 透明雙面膠帶補充裝, 5個, 5mm",$256,https://www.tw.coupang.com/products/017-%E9%80%8F%E6%98%8E%E9%9B%99%E9%9D%A2%E8%86%A0%E5%B8%B6%E8%A3%9C%E5%85%85%E8%A3%9D-21008042257991?itemId=21022564003021&vendorItemId=21089605901779&sourceType=search&rank=13&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"DADA Color 紙膠帶 15mm x 20m, 黃色, 16個",$544,https://www.tw.coupang.com/products/DADA-Color-%E7%B4%99%E8%86%A0%E5%B8%B6-15mm-x-20m-168983206510592?itemId=433864262483986&vendorItemId=433864262483976&sourceType=search&rank=14&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 強力防水膠帶 2048R, 大紅色, 2個",$103,https://www.tw.coupang.com/products/3M-Scotch-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E8%86%A0%E5%B8%B6-2048R-154782916395011?itemId=412493511884805&vendorItemId=412493511901184&sourceType=search&rank=15&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048S 48mm x 15Yd, 銀色, 12個",$910,https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048S-48mm-x-15Yd-154783293865999?itemId=278363151237128&vendorItemId=278362186563595&sourceType=search&rank=16&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"017 透明雙面膠帶補充裝, 4個, 5mm",$210,https://www.tw.coupang.com/products/017-%E9%80%8F%E6%98%8E%E9%9B%99%E9%9D%A2%E8%86%A0%E5%B8%B6%E8%A3%9C%E5%85%85%E8%A3%9D-21008042257991?itemId=21022564002794&vendorItemId=21089605901577&sourceType=search&rank=17&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048S 48mm x 15Yd, 銀色, 18個","$1,332",https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048S-48mm-x-15Yd-154783293865999?itemId=278362194952199&vendorItemId=278363155431435&sourceType=search&rank=18&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"iQIHAN 美紋紙膠帶 50mm*20m, 白色, 8捲",$314,https://www.tw.coupang.com/products/iQIHAN-%E7%BE%8E%E7%B4%8B%E7%B4%99%E8%86%A0%E5%B8%B6-50mm*20m-168983156178945?itemId=433864359002117&vendorItemId=433864358985729&sourceType=search&rank=19&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048S 48mm x 15Yd, 銀色, 15個","$1,132",https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048S-48mm-x-15Yd-154783293865999?itemId=278362190757900&vendorItemId=278361133760525&sourceType=search&rank=20&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"DADA Color 紙膠帶 15mm x 20m, 黃色, 12個",$408,https://www.tw.coupang.com/products/DADA-Color-%E7%B4%99%E8%86%A0%E5%B8%B6-15mm-x-20m-168983206510592?itemId=433864266727427&vendorItemId=433864262500369&sourceType=search&rank=21&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048D 48mm x 15yd, 黑色, 18捲","$1,332",https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048D-48mm-x-15yd-154782505320451?itemId=278363159625744&vendorItemId=278362199146507&sourceType=search&rank=22&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"AURORA 18cm油漆工具套組, 1組",$318,https://www.tw.coupang.com/products/AURORA-18cm%E6%B2%B9%E6%BC%86%E5%B7%A5%E5%85%B7%E5%A5%97%E7%B5%84-21005385237396?itemId=21008015925896&vendorItemId=21075304679463&sourceType=search&rank=23&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048S 48mm x 15Yd, 銀色, 6個",$466,https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048S-48mm-x-15Yd-154783293865999?itemId=278362190757888&vendorItemId=278362186563596&sourceType=search&rank=24&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 強力防水膠帶 2048W 大, 白色, 5個",$273,https://www.tw.coupang.com/products/3M-Scotch-%E5%BC%B7%E5%8A%9B%E9%98%B2%E6%B0%B4%E8%86%A0%E5%B8%B6-2048W-%E5%A4%A7-154783298060288?itemId=412493495091211&vendorItemId=412493495107589&sourceType=search&rank=25&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"3M Scotch 防水布膠帶 2048D 48mm x 15yd, 黑色, 12捲",$910,https://www.tw.coupang.com/products/3M-Scotch-%E9%98%B2%E6%B0%B4%E5%B8%83%E8%86%A0%E5%B8%B6-2048D-48mm-x-15yd-154782505320451?itemId=278362190757905&vendorItemId=278362190757902&sourceType=search&rank=26&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"DADA Color 紙膠帶 15mm x 20m, 黃色, 24個",$816,https://www.tw.coupang.com/products/DADA-Color-%E7%B4%99%E8%86%A0%E5%B8%B6-15mm-x-20m-168983206510592?itemId=433864266678273&vendorItemId=433864262533130&sourceType=search&rank=27&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"HAESUNG Tape 色遮蔽膠帶紅色, 3個",$153,https://www.tw.coupang.com/products/HAESUNG-Tape-%E8%89%B2%E9%81%AE%E8%94%BD%E8%86%A0%E5%B8%B6%E7%B4%85%E8%89%B2-21000080623451?itemId=21000257608554&vendorItemId=21003626455681&sourceType=search&rank=28&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
"iQIHAN Color 紙膠帶 25mm*20m, 黑色, 20捲",$581,https://www.tw.coupang.com/products/iQIHAN-Color-%E7%B4%99%E8%86%A0%E5%B8%B6-25mm*20m-168983118430209?itemId=433864358952969&vendorItemId=433864358969351&sourceType=search&rank=29&searchId=9f96c2e3a21f4cdca2061eacd1b1e4f6&q=%E6%B2%B9%E6%BC%86%E8%86%A0%E5%B8%B6
